"TIME","GEO","AGE","AGEDEF","C_BIRTH","UNIT","SEX","Value","Flag and Footnotes"
"2013","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","13,574",""
"2013","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","15,457",""
"2013","Hungary","Total","Age reached during the year","Unknown","Number","Total","2",""
"2013","Malta","Total","Age reached during the year","Total","Number","Total","10,897",""
"2013","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,917",""
"2013","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,902",""
"2013","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","5,078",""
"2013","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Netherlands","Total","Age reached during the year","Total","Number","Total","129,428",""
"2013","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","24,224",""
"2013","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","50,537",""
"2013","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","54,667",""
"2013","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Austria","Total","Age reached during the year","Total","Number","Total","101,866",""
"2013","Austria","Total","Age reached during the year","Reporting country","Number","Total","8,460",""
"2013","Austria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","56,485",""
"2013","Austria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","36,886",""
"2013","Austria","Total","Age reached during the year","Unknown","Number","Total","35",""
"2013","Poland","Total","Age reached during the year","Total","Number","Total","220,311",""
"2013","Poland","Total","Age reached during the year","Reporting country","Number","Total","111,300",""
"2013","Poland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","45,567",""
"2013","Poland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","63,436",""
"2013","Poland","Total","Age reached during the year","Unknown","Number","Total","8",""
"2013","Portugal","Total","Age reached during the year","Total","Number","Total","17,554",""
"2013","Portugal","Total","Age reached during the year","Reporting country","Number","Total","9,744",""
"2013","Portugal","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,523",""
"2013","Portugal","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","5,286",""
"2013","Portugal","Total","Age reached during the year","Unknown","Number","Total","1",""
"2013","Romania","Total","Age reached during the year","Total","Number","Total","153,646",""
"2013","Romania","Total","Age reached during the year","Reporting country","Number","Total","120,149",""
"2013","Romania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","6,460",""
"2013","Romania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","25,054",""
"2013","Romania","Total","Age reached during the year","Unknown","Number","Total","1,983",""
"2013","Slovenia","Total","Age reached during the year","Total","Number","Total","13,871",""
"2013","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","1,598",""
"2013","Slovenia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,120",""
"2013","Slovenia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9,153",""
"2013","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Slovakia","Total","Age reached during the year","Total","Number","Total","5,149","p"
"2013","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","821","p"
"2013","Slovakia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,387","p"
"2013","Slovakia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","941","p"
"2013","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2013","Finland","Total","Age reached during the year","Total","Number","Total","31,941",""
"2013","Finland","Total","Age reached during the year","Reporting country","Number","Total","6,450",""
"2013","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","9,761",""
"2013","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","14,590",""
"2013","Finland","Total","Age reached during the year","Unknown","Number","Total","1,140",""
"2013","Sweden","Total","Age reached during the year","Total","Number","Total","115,845",""
"2013","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15,332",""
"2013","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","26,176",""
"2013","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","74,236",""
"2013","Sweden","Total","Age reached during the year","Unknown","Number","Total","101",""
"2013","Iceland","Total","Age reached during the year","Total","Number","Total","6,406",""
"2013","Iceland","Total","Age reached during the year","Reporting country","Number","Total","2,323",""
"2013","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,962",""
"2013","Iceland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,100",""
"2013","Iceland","Total","Age reached during the year","Unknown","Number","Total","21",""
"2013","Liechtenstein","Total","Age reached during the year","Total","Number","Total","696",""
"2013","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","42",""
"2013","Liechtenstein","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","323",""
"2013","Liechtenstein","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","331",""
"2013","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Norway","Total","Age reached during the year","Total","Number","Total","68,313",""
"2013","Norway","Total","Age reached during the year","Reporting country","Number","Total","5,361",""
"2013","Norway","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","34,830",""
"2013","Norway","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","28,122",""
"2013","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Switzerland","Total","Age reached during the year","Total","Number","Total","160,157",""
"2013","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","19,970",""
"2013","Switzerland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","89,129",""
"2013","Switzerland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","50,278",""
"2013","Switzerland","Total","Age reached during the year","Unknown","Number","Total","780",""
"2013","United Kingdom","Total","Age reached during the year","Total","Number","Total","526,046",""
"2013","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","69,890",""
"2013","United Kingdom","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","192,600",""
"2013","United Kingdom","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","263,556",""
"2013","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2013","Montenegro","Total","Age reached during the year","Total","Number","Total","5,112",""
"2013","Montenegro","Total","Age reached during the year","Reporting country","Number","Total","434",""
"2013","Montenegro","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","393",""
"2013","Montenegro","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4,276",""
"2013","Montenegro","Total","Age reached during the year","Unknown","Number","Total","9",""
"2013","North Macedonia","Total","Age reached during the year","Total","Number","Total","2,050",""
"2013","North Macedonia","Total","Age reached during the year","Reporting country","Number","Total","162",""
"2013","North Macedonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","315",""
"2013","North Macedonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,573",""
"2013","North Macedonia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Belgium","Total","Age reached during the year","Total","Number","Total","123,158",""
"2014","Belgium","Total","Age reached during the year","Reporting country","Number","Total","14,580",""
"2014","Belgium","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","57,501",""
"2014","Belgium","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","50,411",""
"2014","Belgium","Total","Age reached during the year","Unknown","Number","Total","666",""
"2014","Bulgaria","Total","Age reached during the year","Total","Number","Total","26,615","p"
"2014","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","9,689","p"
"2014","Bulgaria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1,738","p"
"2014","Bulgaria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","15,187","p"
"2014","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","1","p"
"2014","Czechia","Total","Age reached during the year","Total","Number","Total","29,897",""
"2014","Czechia","Total","Age reached during the year","Reporting country","Number","Total","7,626",""
"2014","Czechia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","12,111",""
"2014","Czechia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","10,160",""
"2014","Czechia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Denmark","Total","Age reached during the year","Total","Number","Total","68,388",""
"2014","Denmark","Total","Age reached during the year","Reporting country","Number","Total","15,064",""
"2014","Denmark","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","23,295",""
"2014","Denmark","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","28,749",""
"2014","Denmark","Total","Age reached during the year","Unknown","Number","Total","1,280",""
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","884,893","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","61,682","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","403,052","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","416,181","e"
"2014","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","3,978","e"
"2014","Estonia","Total","Age reached during the year","Total","Number","Total","3,904",""
"2014","Estonia","Total","Age reached during the year","Reporting country","Number","Total","1,883",""
"2014","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","403",""
"2014","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,601",""
"2014","Estonia","Total","Age reached during the year","Unknown","Number","Total","17",""
"2014","Ireland","Total","Age reached during the year","Total","Number","Total","73,519",""
"2014","Ireland","Total","Age reached during the year","Reporting country","Number","Total","26,038",""
"2014","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","26,221",""
"2014","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","20,442",""
"2014","Ireland","Total","Age reached during the year","Unknown","Number","Total","818",""
"2014","Greece","Total","Age reached during the year","Total","Number","Total","59,013",""
"2014","Greece","Total","Age reached during the year","Reporting country","Number","Total","25,724",""
"2014","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","18,617",""
"2014","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","14,672",""
"2014","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Spain","Total","Age reached during the year","Total","Number","Total","305,454",""
"2014","Spain","Total","Age reached during the year","Reporting country","Number","Total","25,700",""
"2014","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","93,527",""
"2014","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","186,227",""
"2014","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","France","Total","Age reached during the year","Total","Number","Total","340,383",""
"2014","France","Total","Age reached during the year","Reporting country","Number","Total","84,304",""
"2014","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","87,289",""
"2014","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","168,790",""
"2014","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Croatia","Total","Age reached during the year","Total","Number","Total","10,638",""
"2014","Croatia","Total","Age reached during the year","Reporting country","Number","Total","1,335",""
"2014","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,395",""
"2014","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6,908",""
"2014","Croatia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Italy","Total","Age reached during the year","Total","Number","Total","277,631",""
"2014","Italy","Total","Age reached during the year","Reporting country","Number","Total","24,095",""
"2014","Italy","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","62,646",""
"2014","Italy","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","190,890",""
"2014","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Cyprus","Total","Age reached during the year","Total","Number","Total","9,212",""
"2014","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","1,569",""
"2014","Cyprus","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,517",""
"2014","Cyprus","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4,114",""
"2014","Cyprus","Total","Age reached during the year","Unknown","Number","Total","12",""
"2014","Latvia","Total","Age reached during the year","Total","Number","Total","10,365",""
"2014","Latvia","Total","Age reached during the year","Reporting country","Number","Total","5,144",""
"2014","Latvia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1,695",""
"2014","Latvia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","3,483",""
"2014","Latvia","Total","Age reached during the year","Unknown","Number","Total","43",""
"2014","Lithuania","Total","Age reached during the year","Total","Number","Total","24,294",""
"2014","Lithuania","Total","Age reached during the year","Reporting country","Number","Total","17,395",""
"2014","Lithuania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1,818",""
"2014","Lithuania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","5,062",""
"2014","Lithuania","Total","Age reached during the year","Unknown","Number","Total","19",""
"2014","Luxembourg","Total","Age reached during the year","Total","Number","Total","22,332",""
"2014","Luxembourg","Total","Age reached during the year","Reporting country","Number","Total","1,331",""
"2014","Luxembourg","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","14,466",""
"2014","Luxembourg","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6,011",""
"2014","Luxembourg","Total","Age reached during the year","Unknown","Number","Total","524",""
"2014","Hungary","Total","Age reached during the year","Total","Number","Total","54,581",""
"2014","Hungary","Total","Age reached during the year","Reporting country","Number","Total","11,939",""
"2014","Hungary","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","16,182",""
"2014","Hungary","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","26,458",""
"2014","Hungary","Total","Age reached during the year","Unknown","Number","Total","2",""
"2014","Malta","Total","Age reached during the year","Total","Number","Total","14,454",""
"2014","Malta","Total","Age reached during the year","Reporting country","Number","Total","1,942",""
"2014","Malta","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5,531",""
"2014","Malta","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6,981",""
"2014","Malta","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Netherlands","Total","Age reached during the year","Total","Number","Total","145,323",""
"2014","Netherlands","Total","Age reached during the year","Reporting country","Number","Total","25,259",""
"2014","Netherlands","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","56,295",""
"2014","Netherlands","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","63,769",""
"2014","Netherlands","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Austria","Total","Age reached during the year","Total","Number","Total","116,262",""
"2014","Austria","Total","Age reached during the year","Reporting country","Number","Total","7,649",""
"2014","Austria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","63,403",""
"2014","Austria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","44,368",""
"2014","Austria","Total","Age reached during the year","Unknown","Number","Total","842",""
"2014","Poland","Total","Age reached during the year","Total","Number","Total","222,275","p"
"2014","Poland","Total","Age reached during the year","Reporting country","Number","Total","111,134","p"
"2014","Poland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","41,957","p"
"2014","Poland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","68,883","p"
"2014","Poland","Total","Age reached during the year","Unknown","Number","Total","301","p"
"2014","Portugal","Total","Age reached during the year","Total","Number","Total","19,516",""
"2014","Portugal","Total","Age reached during the year","Reporting country","Number","Total","7,865",""
"2014","Portugal","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5,030",""
"2014","Portugal","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6,615",""
"2014","Portugal","Total","Age reached during the year","Unknown","Number","Total","6",""
"2014","Romania","Total","Age reached during the year","Total","Number","Total","136,035",""
"2014","Romania","Total","Age reached during the year","Reporting country","Number","Total","92,324",""
"2014","Romania","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","5,869",""
"2014","Romania","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","36,584",""
"2014","Romania","Total","Age reached during the year","Unknown","Number","Total","1,258",""
"2014","Slovenia","Total","Age reached during the year","Total","Number","Total","13,846",""
"2014","Slovenia","Total","Age reached during the year","Reporting country","Number","Total","1,783",""
"2014","Slovenia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,980",""
"2014","Slovenia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","9,083",""
"2014","Slovenia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Slovakia","Total","Age reached during the year","Total","Number","Total","5,357","p"
"2014","Slovakia","Total","Age reached during the year","Reporting country","Number","Total","793","p"
"2014","Slovakia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,557","p"
"2014","Slovakia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,007","p"
"2014","Slovakia","Total","Age reached during the year","Unknown","Number","Total","0","p"
"2014","Finland","Total","Age reached during the year","Total","Number","Total","31,507",""
"2014","Finland","Total","Age reached during the year","Reporting country","Number","Total","6,363",""
"2014","Finland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","9,014",""
"2014","Finland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","14,995",""
"2014","Finland","Total","Age reached during the year","Unknown","Number","Total","1,135",""
"2014","Sweden","Total","Age reached during the year","Total","Number","Total","126,966",""
"2014","Sweden","Total","Age reached during the year","Reporting country","Number","Total","15,194",""
"2014","Sweden","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","27,582",""
"2014","Sweden","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","84,028",""
"2014","Sweden","Total","Age reached during the year","Unknown","Number","Total","162",""
"2014","Iceland","Total","Age reached during the year","Total","Number","Total","5,368",""
"2014","Iceland","Total","Age reached during the year","Reporting country","Number","Total","1,493",""
"2014","Iceland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,986",""
"2014","Iceland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","846",""
"2014","Iceland","Total","Age reached during the year","Unknown","Number","Total","43",""
"2014","Liechtenstein","Total","Age reached during the year","Total","Number","Total","615",""
"2014","Liechtenstein","Total","Age reached during the year","Reporting country","Number","Total","44",""
"2014","Liechtenstein","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","244",""
"2014","Liechtenstein","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","327",""
"2014","Liechtenstein","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Norway","Total","Age reached during the year","Total","Number","Total","66,903",""
"2014","Norway","Total","Age reached during the year","Reporting country","Number","Total","4,465",""
"2014","Norway","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","33,613",""
"2014","Norway","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","28,825",""
"2014","Norway","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Switzerland","Total","Age reached during the year","Total","Number","Total","156,282",""
"2014","Switzerland","Total","Age reached during the year","Reporting country","Number","Total","19,377",""
"2014","Switzerland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","86,515",""
"2014","Switzerland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","49,649",""
"2014","Switzerland","Total","Age reached during the year","Unknown","Number","Total","741",""
"2014","United Kingdom","Total","Age reached during the year","Total","Number","Total","631,991",""
"2014","United Kingdom","Total","Age reached during the year","Reporting country","Number","Total","67,889",""
"2014","United Kingdom","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","256,124",""
"2014","United Kingdom","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","307,978",""
"2014","United Kingdom","Total","Age reached during the year","Unknown","Number","Total","0",""
"2014","Montenegro","Total","Age reached during the year","Total","Number","Total","5,353",""
"2014","Montenegro","Total","Age reached during the year","Reporting country","Number","Total","428",""
"2014","Montenegro","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","420",""
"2014","Montenegro","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4,499",""
"2014","Montenegro","Total","Age reached during the year","Unknown","Number","Total","6",""
"2014","North Macedonia","Total","Age reached during the year","Total","Number","Total","1,935",""
"2014","North Macedonia","Total","Age reached during the year","Reporting country","Number","Total","184",""
"2014","North Macedonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","374",""
"2014","North Macedonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,376",""
"2014","North Macedonia","Total","Age reached during the year","Unknown","Number","Total","1",""
"2015","Belgium","Total","Age reached during the year","Total","Number","Total","146,626",""
"2015","Belgium","Total","Age reached during the year","Reporting country","Number","Total","15,519",""
"2015","Belgium","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","55,299",""
"2015","Belgium","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","74,570",""
"2015","Belgium","Total","Age reached during the year","Unknown","Number","Total","1,238",""
"2015","Bulgaria","Total","Age reached during the year","Total","Number","Total","25,223","p"
"2015","Bulgaria","Total","Age reached during the year","Reporting country","Number","Total","10,988","p"
"2015","Bulgaria","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","1,915","p"
"2015","Bulgaria","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","12,314","p"
"2015","Bulgaria","Total","Age reached during the year","Unknown","Number","Total","6","p"
"2015","Czechia","Total","Age reached during the year","Total","Number","Total","29,602",""
"2015","Czechia","Total","Age reached during the year","Reporting country","Number","Total","6,232",""
"2015","Czechia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","11,622",""
"2015","Czechia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","11,748",""
"2015","Czechia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Denmark","Total","Age reached during the year","Total","Number","Total","78,492",""
"2015","Denmark","Total","Age reached during the year","Reporting country","Number","Total","15,370",""
"2015","Denmark","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","24,093",""
"2015","Denmark","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","37,060",""
"2015","Denmark","Total","Age reached during the year","Unknown","Number","Total","1,969",""
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Total","Number","Total","1,571,047","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Reporting country","Number","Total","59,622","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","437,582","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","1,028,733","e"
"2015","Germany (until 1990 former territory of the FRG)","Total","Age reached during the year","Unknown","Number","Total","45,110","e"
"2015","Estonia","Total","Age reached during the year","Total","Number","Total","15,413","b"
"2015","Estonia","Total","Age reached during the year","Reporting country","Number","Total","7,542","b"
"2015","Estonia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","3,337","b"
"2015","Estonia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","4,529","b"
"2015","Estonia","Total","Age reached during the year","Unknown","Number","Total","5","b"
"2015","Ireland","Total","Age reached during the year","Total","Number","Total","80,792",""
"2015","Ireland","Total","Age reached during the year","Reporting country","Number","Total","28,562",""
"2015","Ireland","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","28,659",""
"2015","Ireland","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","22,624",""
"2015","Ireland","Total","Age reached during the year","Unknown","Number","Total","947",""
"2015","Greece","Total","Age reached during the year","Total","Number","Total","64,446","b"
"2015","Greece","Total","Age reached during the year","Reporting country","Number","Total","26,557",""
"2015","Greece","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","19,111",""
"2015","Greece","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","18,778",""
"2015","Greece","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Spain","Total","Age reached during the year","Total","Number","Total","342,114",""
"2015","Spain","Total","Age reached during the year","Reporting country","Number","Total","30,329",""
"2015","Spain","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","97,794",""
"2015","Spain","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","213,991",""
"2015","Spain","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","France","Total","Age reached during the year","Total","Number","Total","364,221",""
"2015","France","Total","Age reached during the year","Reporting country","Number","Total","89,526",""
"2015","France","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","86,398",""
"2015","France","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","188,297",""
"2015","France","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Croatia","Total","Age reached during the year","Total","Number","Total","11,706",""
"2015","Croatia","Total","Age reached during the year","Reporting country","Number","Total","2,469",""
"2015","Croatia","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","2,318",""
"2015","Croatia","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","6,919",""
"2015","Croatia","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Italy","Total","Age reached during the year","Total","Number","Total","280,078",""
"2015","Italy","Total","Age reached during the year","Reporting country","Number","Total","25,945",""
"2015","Italy","Total","Age reached during the year","EU28 countries (2013-2020) except reporting country","Number","Total","56,852",""
"2015","Italy","Total","Age reached during the year","Non-EU28 countries (2013-2020) nor reporting country","Number","Total","197,281",""
"2015","Italy","Total","Age reached during the year","Unknown","Number","Total","0",""
"2015","Cyprus","Total","Age reached during the year","Total","Number","Total","15,183",""
"2015","Cyprus","Total","Age reached during the year","Reporting country","Number","Total","2,945",""
